ID,product,amount,interest,installment,period,adminfee,servicefee,totinterest,paymentmethod,gender,marital_status,age,Employer,jobtitle,income,DV,age_group,income_group,total_fees,amount_to_totint,income_to_install,amount_to_install,income_to_age,amount_to_totfees
1422,Study Loan,8806,23,406.81,36,735,42,3592.74,Government Payroll,Female,Single,41,Gauteng Department Education,GENERAL ASSISTANCE,11521.94,0,"(31.0, 41.0]","(0.0, 12000.0]",777,2.450372036,28.25320615,21.59338908,274.3319048,11.31876607
1423,Study Loan,6140,23,302.04,36,735,42,2487.54,Government Payroll,Female,Married COP,45,Sap,POLICE OFFICER,24340.19,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.46731015,80.32005676,20.26135164,529.1345652,7.892030848
1424,Study Loan,22570,23,943.19,36,735,42,9137.24,Government Payroll,Male,Single,41,Mangaung Municipality,GENERAL WORKER,25230.92,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,2.46984102,26.72229106,23.9040871,600.7361905,29.01028278
1425,Study Loan,18410,23,780.69,36,735,42,7447.84,Government Payroll,Female,Married,47,Eastern Cape Education Department,EDUCATOR,17591.5,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.471525768,22.5044455,23.55153578,366.4895833,23.66323907
1426,Study Loan,25969,23,1075.33,36,735,42,10495.87,Government Payroll,Female,Divorced,49,Western Cape Education,Teacher,27106.5,0,"(44.0, 49.0]","(25000.0, 30000.0]",777,2.473975576,25.18419072,24.12735871,542.13,33.37917738
1427,Study Loan,24035,23,1023.41,36,735,42,10561.14,Government Payroll,Female,Married COP,52,KZN PROVINCIAL GOVERNMENT OF EDUCATION,Teacher,36010.75,0,"(49.0, 52.0]","(35000.0, 10000000000.0]",777,2.275580517,35.15267325,23.46228561,679.4481132,30.8933162
1428,Study Loan,18272.93,23,787.51,36,735,42,7830.43,Government Payroll,Female,Single,57,Limpopo Province Education Department,Teacher,29662.94,0,"(52.0, 100.0]","(25000.0, 30000.0]",777,2.333281406,37.61897757,23.17399906,511.43,23.48705656
1429,Study Loan,32296.09,23,1337.69,36,735,42,13613.2,Government Payroll,Male,Married,56,Sap,WARRANT OFFICER,32621,0,"(52.0, 100.0]","(30000.0, 35000.0]",777,2.372235607,24.36785215,24.12514473,572.2982456,41.5116838
1430,Study Loan,17960,23,771.21,36,735,42,7557.05,Government Payroll,Female,Single,53,Sap,POLICE OFFICER,18507.94,0,"(52.0, 100.0]","(17000.0, 25000.0]",777,2.376274304,23.96749589,23.25792207,342.7396296,23.0848329
1431,Study Loan,24000,23,1008.75,36,735,42,10068.28,Government Payroll,Male,Married ANC,46,Sap,ADMINISTRATION CLERK,23995.44,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.383487201,23.7637435,23.76825947,510.5412766,30.84832905
1432,Study Loan,13203.93,23,579.53,36,735,42,5412.66,Government Payroll,Female,Single,54,NORTH WEST COMMUNITY SAFETY AND TRANSPORT MANAGEMENT,state accountant,32554.19,0,"(52.0, 100.0]","(30000.0, 35000.0]",777,2.439002449,56.07667132,22.74461268,591.8943636,16.97163239
1433,Study Loan,12000,23,532.29,36,735,42,4915.23,Government Payroll,Male,Married COP,58,Gauteng Department Education,DEPARTMENTAL HEAD,26477.19,0,"(52.0, 100.0]","(25000.0, 30000.0]",777,2.440894751,49.64876521,22.50182827,448.7659322,15.42416452
1434,Study Loan,7000,23,336.07,36,735,42,2851.29,Government Payroll,Female,Married,38,EASTERN CAPE SOCIAL DEVELOPMENT SPECIAL PROGRAMMES,Com Development Practitioner,21277.69,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.454168405,63.12543389,20.76719969,545.5817949,8.997429306
1435,Study Loan,16020,23,689.6,36,735,42,6559.19,Government Payroll,Female,Single,33,Sap,Constable,18195.98,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.442002442,26.34807414,23.19721981,535.1758824,20.59125964
1436,Study Loan,6610,23,319.51,36,735,42,2645.4,Government Payroll,Male,Single,36,LIMPOPO SOCIAL DEVELOPMENT,SOCIAL WORKER,33475.94,0,"(31.0, 41.0]","(30000.0, 35000.0]",777,2.497732769,104.4458519,20.62338149,904.7551351,8.496143959
1437,Study Loan,38500,23,1589.72,36,735,42,16483.37,Government Payroll,Female,Single,41,Department Higher Education & Training,LECTURE,26228.69,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,2.335545732,16.48856493,24.20287668,624.492619,49.48586118
1438,Study Loan,38500,23,1583.13,36,735,42,16245.23,Government Payroll,Female,Single,51,Gauteng Department Education,-,32614.44,0,"(49.0, 52.0]","(30000.0, 35000.0]",777,2.369780558,20.58823455,24.30356095,627.2007692,49.48586118
1439,Study Loan,67300,23,2726.64,36,735,42,28612.16,Government Payroll,Female,Married,49,Kwa-Zulu Natal Government Health,NURSE,39371.57,0,"(44.0, 49.0]","(35000.0, 10000000000.0]",777,2.352064574,14.43429851,24.67334399,787.4314,86.50385604
1440,Study Loan,5441,23,276.91,36,735,42,2280.82,Government Payroll,Male,Married COP,39,Limpopo Province Education Department,EDUCATOR,27304.1,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,2.384500092,98.24799395,19.57828074,682.6025,6.993573265
1441,Study Loan,21000,23,892.65,36,735,42,8888.26,Government Payroll,Female,Single,32,NATIONAL DEPARTMENT JUSTICE CONSTITUTIONAL DEVELOPMENT,ADMIN CLERK,16820.19,0,"(31.0, 41.0]","(12000.0, 17000.0]",777,2.36240137,18.82189895,23.49913277,509.7027273,26.99228792
1442,Study Loan,32290,23,1337.11,36,735,42,13598.43,Government Payroll,Female,Divorced,55,Gauteng Department Education,Teacher,27304.1,0,"(52.0, 100.0]","(25000.0, 30000.0]",777,2.37436422,20.40497418,24.13105051,487.5732143,41.50385604
1443,Study Loan,4869,23,253.92,36,735,42,2025.41,Government Payroll,Female,Single,33,Sap,Constable,20491.62,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.402771404,80.38451279,19.10010984,602.6947059,6.258354756
1444,Study Loan,15344,23,667.67,36,735,42,6444.8,Government Payroll,Female,Married COP,53,Department Higher Education & Training,SENIOR LECTURER,29107.94,0,"(52.0, 100.0]","(25000.0, 30000.0]",777,2.380464799,43.53109905,22.94704413,539.0359259,19.72236504
1445,Study Loan,15500,23,675.34,36,735,42,6565.02,Government Payroll,Male,Married,38,Sap,37266 SERGEANT,21062.1,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.36063856,31.14128988,22.91746755,540.0538462,19.92287918
1446,Study Loan,8500,23,398.15,36,735,42,3586.3,Government Payroll,Female,Widowed,58,Eastern Cape Department Health,Professional Nurse,46767.94,0,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,2.369470075,117.1688338,21.29525241,792.6769492,10.92544987
1447,Study Loan,11500,23,516.93,36,735,42,4862.51,Government Payroll,Female,Single,35,Gauteng Department Education,Teacher,28647.85,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,2.364547415,55.31220435,22.20377271,795.7736111,14.781491
1448,Study Loan,10400,23,473.37,36,735,42,4394.32,Government Payroll,Female,Widowed,47,Sap,other,21805.19,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.36615309,45.96662942,21.92381474,454.2747917,13.36760925
1449,Study Loan,28000,23,1166.98,36,735,42,11763.69,Government Payroll,Female,Single,39,NATIONAL DEPARTMENT OF CORRECTIONAL SERVICES,other,22150.94,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.380003213,18.96517064,23.97301324,553.7735,35.98971722
1450,Study Loan,18700,23,799.37,36,735,42,7830.88,Government Payroll,Female,Married ANC,46,LIMPOPO PROVINCE HEALTH,Professional Nurse,23814.54,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.387677033,29.75441358,23.36419406,506.6923404,24.03598972
1451,Study Loan,5630,23,283.75,36,735,42,2337.39,Government Payroll,Male,Married,41,Sap,Constable,21462.1,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.407639444,75.37172959,19.77172959,511.002381,7.236503856
1452,Study Loan,35000,23,1441.63,36,735,42,14651.08,Government Payroll,Female,Single,38,EASTERN CAPE RURAL DEVELOPMENT AND AGRARIAN REFORM,ADMIN CLERK,17049.94,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.388739346,11.81865066,24.26124509,437.1779487,44.98714653
1453,Study Loan,14132,23,617.12,36,735,42,5837.44,Government Payroll,Female,Single,31,Mpumalanga Education,Teacher,26228.69,0,"(0.0, 31.0]","(25000.0, 30000.0]",777,2.420509588,42.43300654,22.86287452,819.6465625,18.16452442
1454,Study Loan,6500,23,318.81,36,735,42,2729.86,Government Payroll,Male,Single,41,NATIONAL DEPARTMENT JUSTICE CONSTITUTIONAL DEVELOPMENT,Adminstration Clerk,14596.5,0,"(31.0, 41.0]","(12000.0, 17000.0]",777,2.380202574,45.64116194,20.32456771,347.5357143,8.354755784
1455,Study Loan,8110,23,382.51,36,735,42,3413.39,Government Payroll,Female,Single,35,Eastern Cape Education Department,ADMINISTRATION CLERK,21630.19,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.375241258,56.40058929,21.14677583,600.8386111,10.42416452
1456,Study Loan,30000,23,1246.63,36,735,42,12632.01,Government Payroll,Male,Married,33,Department Higher Education & Training,LECTURE,18823,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.374730963,15.08700496,24.04559044,553.6176471,38.56041131
1457,Study Loan,15344,23,666.95,36,735,42,6419.03,Government Payroll,Female,Single,31,NATIONAL DEPARTMENT JUSTICE CONSTITUTIONAL DEVELOPMENT,124211662,11049.3,0,"(0.0, 31.0]","(0.0, 12000.0]",777,2.390019984,16.54210645,22.97177932,345.290625,19.72236504
1458,Study Loan,28690,23,1189.43,36,735,42,11882.67,Government Payroll,Female,Single,40,GAUTENG DEPARTMENT OF HEALTH,other,10001.44,0,"(31.0, 41.0]","(0.0, 12000.0]",777,2.414237353,8.40153558,24.1005351,243.937561,36.87660668
1459,Study Loan,8261,23,388.53,36,735,42,3479.02,Government Payroll,Female,Single,44,Mpumalanga Education,other,15802.47,0,"(41.0, 44.0]","(12000.0, 17000.0]",777,2.373836932,40.56804354,21.20760917,351.166,10.61825193
1460,Study Loan,6600,23,322.75,36,735,42,2772.17,Government Payroll,Female,Married,48,Eastern Cape Education Department,Teacher,28962.58,0,"(44.0, 49.0]","(25000.0, 30000.0]",777,2.379947858,89.45970656,20.38610039,591.0730612,8.483290488
1461,Study Loan,30070,23,1249.41,36,735,42,12661.99,Government Payroll,Male,Married,33,Western Cape Health,sac,18175.11,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.374636638,14.53532041,24.04811222,534.5620588,38.6503856
1462,Study Loan,8894,23,412.91,36,735,42,3723.89,Government Payroll,Male,Single,32,Sap,WARRANT OFFICER,30508.56,0,"(31.0, 41.0]","(30000.0, 35000.0]",777,2.387721517,73.70819743,21.48776304,924.5018182,11.43187661
1463,Study Loan,20000,23,851.59,36,735,42,8410.21,Government Payroll,Male,Single,49,KZN PROVINCIAL GOVERNMENT OF EDUCATION,other,51312.5,0,"(44.0, 49.0]","(35000.0, 10000000000.0]",777,2.377779178,60.18426207,23.45793406,1026.25,25.70694087
1464,Study Loan,18071,23,774.99,36,735,42,7581.41,Government Payroll,Male,Married,55,Department Basic Education,EDUCATIN SPECIALIST CHIEF,67930.13,0,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,2.383279195,87.53995541,23.28767123,1213.038036,23.22750643
1465,Study Loan,31920,23,1321.73,36,735,42,13415.21,Government Payroll,Male,Single,34,Department Social Development,Driver messanger,15932.19,0,"(31.0, 41.0]","(12000.0, 17000.0]",777,2.379211417,12.0449298,24.13190901,455.2054286,41.02827763
1466,Study Loan,120000,23,4796.36,36,735,42,50421.26,Government Payroll,Male,Single,28,Gauteng Department Education,HEALTH,26498,0,"(0.0, 31.0]","(25000.0, 30000.0]",777,2.379901258,5.523454567,25.01375757,913.7241379,154.2416452
1467,Study Loan,29390,23,1216.91,36,735,42,12172.03,Government Payroll,Male,Married ANC,51,Gauteng Department Education,Teacher,29107.94,0,"(49.0, 52.0]","(25000.0, 30000.0]",777,2.414353698,23.8999105,24.13150397,559.7680769,37.77634961
1468,Study Loan,15150,23,656.43,36,735,42,6234.28,Government Payroll,Female,Married,59,KZN PROVINCIAL GOVERNMENT OF EDUCATION,Teacher,29945.94,0,"(52.0, 100.0]","(25000.0, 30000.0]",777,2.429722482,45.55000532,23.04427848,499.099,19.47300771
1469,Study Loan,24511,23,1024.01,36,735,42,10106.19,Government Payroll,Female,Single,27,Western Cape Education,EDUCATOR,24043.75,0,"(0.0, 31.0]","(17000.0, 25000.0]",777,2.425105296,23.45708822,23.91293743,858.7053571,31.50514139
1470,Study Loan,25450,23,1058.45,36,735,42,10407.23,Government Payroll,Female,Divorced,56,NORTH WEST CULTURE ARTS AND TRADITIONAL AFFAIRS,SEN LIBRARIAN,24174.35,0,"(52.0, 100.0]","(17000.0, 25000.0]",777,2.445180401,22.81783001,24.02189815,424.1114035,32.71208226
1471,Study Loan,29390,23,1212.75,36,735,42,12022.22,Government Payroll,Female,Single,44,KZN PROVINCIAL GOVERNMENT OF EDUCATION,EDUCATOR,20752.69,0,"(41.0, 44.0]","(17000.0, 25000.0]",777,2.444436682,17.09799382,24.21421215,461.1708889,37.77634961
1472,Study Loan,9415,23,430.15,36,735,42,3823.2,Government Payroll,Female,Single,41,LIMPOPO PROVINCE HEALTH,CLEANER,16472.65,0,"(31.0, 41.0]","(12000.0, 17000.0]",777,2.461952827,38.20630871,21.8369477,392.2059524,12.10154242
1473,Study Loan,39310,23,1612.57,36,735,42,16495.34,Government Payroll,Male,Single,38,Sap,ADMIN CLERK,16820.19,0,"(31.0, 41.0]","(12000.0, 17000.0]",777,2.382952825,10.42420843,24.3621287,431.2869231,50.52699229
1474,Study Loan,16411,23,709.09,36,735,42,6868.3,Government Payroll,Female,Single,47,Eastern Cape Education Department,Teacher,23336.5,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.389035273,32.86414398,23.11115492,486.1770833,21.09383033
1475,Study Loan,25096,23,1051.12,36,735,42,10497.38,Government Payroll,Male,Married,51,Sap,other,35997.27,0,"(49.0, 52.0]","(35000.0, 10000000000.0]",777,2.390464053,34.21403452,23.85279246,692.2551923,32.25706941
1476,Study Loan,21890,23,924.69,36,735,42,9152.06,Government Payroll,Female,Married,45,Gauteng Department Education,ADMINTRATOR,18507.94,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.39154993,19.99366959,23.64722531,402.3465217,28.13624679
1477,Study Loan,22000,23,926.43,36,735,42,9104.58,Government Payroll,Female,Married COP,54,Mpumalanga Education,Teacher,33717.44,0,"(52.0, 100.0]","(30000.0, 35000.0]",777,2.416100896,36.35577887,23.72146685,613.0443636,28.27763496
1478,Study Loan,17000,23,729.07,36,735,42,6999.42,Government Payroll,Male,Married ANC,53,Sap,WARRANT OFFICER,30528.81,0,"(52.0, 100.0]","(30000.0, 35000.0]",777,2.428425723,41.81627789,23.28543838,565.3483333,21.85089974
1479,Study Loan,16190,23,697.27,36,735,42,6664.98,Government Payroll,Male,Single,40,Limpopo Province Education Department,Teacher,26293.85,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,2.428750161,37.65570625,23.18587366,641.3134146,20.80976864
1480,Study Loan,10804,23,485.57,36,735,42,4429.82,Government Payroll,Male,Single,54,Department Higher Education & Training,EDUCATION SPECIALIST,30896.6,0,"(52.0, 100.0]","(30000.0, 35000.0]",777,2.438374838,63.49877715,22.20441047,561.7563636,13.88688946
1481,Study Loan,7450,23,353.41,36,735,42,3026.06,Government Payroll,Female,Married COP,38,Eastern Cape Education Department,Teacher,24043.75,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.461133906,67.84162411,21.02085156,616.5064103,9.575835476
1482,Study Loan,39000,23,1588.27,36,735,42,15931.38,Government Payroll,Male,Married ANC,54,Sap,POLICE OFFICER,34119.35,0,"(52.0, 100.0]","(30000.0, 35000.0]",777,2.447845206,21.46856733,24.53956848,620.3518182,50.1285347
1483,Study Loan,24000,23,1001.09,36,735,42,9792.36,Government Payroll,Male,Married ANC,54,Mpumalanga Education,Teacher,22774.44,0,"(52.0, 100.0]","(17000.0, 25000.0]",777,2.450640025,22.72694069,23.94994462,414.0807273,30.84832905
1484,Study Loan,20100,23,847.47,36,735,42,8161.75,Government Payroll,Female,Married,45,Gauteng Department Education,other,26228.69,0,"(44.0, 49.0]","(25000.0, 30000.0]",777,2.462405439,30.91292562,23.68970028,570.188913,25.83547558
1485,Study Loan,25211,23,1044.9,36,735,42,10158.93,Government Payroll,Female,Divorced,40,Northern Cape Department Health,Basic Ambulance,12441.75,0,"(31.0, 41.0]","(12000.0, 17000.0]",777,2.481414734,11.89573573,24.10459891,303.4573171,32.40488432
1486,Study Loan,16014.31,23,685.43,36,735,42,6414.79,Government Payroll,Female,Married ANC,56,Eastern Cape Department Health,Professional Nurse,33077.86,0,"(52.0, 100.0]","(30000.0, 35000.0]",777,2.496077646,48.18824935,23.32985155,580.3133333,20.58394602
1487,Study Loan,38000,23,1541.88,36,735,42,15260.91,Government Payroll,Male,Married,53,National Treasury Pensions,SMS MANAGER,84541.26,0,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,2.48985874,54.79444934,24.62926475,1565.578889,48.84318766
1488,Study Loan,22870,23,964.97,36,735,42,9622.64,Government Payroll,Male,Single,32,LIMPOPO PROVINCE HEALTH,NURSE,14117.19,0,"(31.0, 41.0]","(12000.0, 17000.0]",777,2.376439684,14.61452219,23.67568351,427.7936364,29.39588689
1489,Study Loan,50000,23,2036.75,36,735,42,21075.1,Government Payroll,Female,Married COP,54,Kwa-Zulu Natal Government Health,PARAMEDIC,16361.5,0,"(52.0, 100.0]","(12000.0, 17000.0]",777,2.372355417,8.029198871,24.53686664,297.4818182,64.26735219
1490,Study Loan,9625,23,441.82,36,735,42,4033.25,Government Payroll,Female,Married,42,STATISTICS SOUTH AFRICA,DATA PROCESSOR,21931.44,0,"(41.0, 44.0]","(17000.0, 25000.0]",777,2.385821404,49.52676031,21.73569396,510.0334884,12.3714653
1491,Study Loan,6709,23,326.46,36,735,42,2796.98,Government Payroll,Male,Single,33,Department Higher Education & Training,Teacher,25984.44,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,2.397801271,79.35149331,20.48799853,764.2482353,8.623393316
1492,Study Loan,5745,23,288.27,36,735,42,2384.57,Government Payroll,Male,Married,43,NATIONAL DEPARTMENT OF HOME AFFAIRS,other,21331.19,0,"(41.0, 44.0]","(17000.0, 25000.0]",777,2.40822948,73.74145262,19.86033809,484.7997727,7.384318766
1493,Study Loan,44770,23,1826.93,36,735,42,18752.44,Government Payroll,Male,Married ANC,56,Limpopo Province Education Department,Teacher,25984.44,0,"(52.0, 100.0]","(25000.0, 30000.0]",777,2.387295344,14.21522706,24.49218515,455.8673684,57.54498715
1494,Study Loan,34791,23,1429.29,36,735,42,14416.14,Government Payroll,Female,Single,47,GAUTENG DEPARTMENT OF HEALTH,DOCTOR,63565.43,0,"(44.0, 49.0]","(35000.0, 10000000000.0]",777,2.413169325,44.44233687,24.3244377,1324.279792,44.718509
1495,Study Loan,131000,23,5205.32,36,735,42,54144.55,Government Payroll,Female,Single,51,NORTH WEST EDUCATION AND SPORTS DEVELOPMENT,other,38391.69,0,"(49.0, 52.0]","(35000.0, 10000000000.0]",777,2.419404734,7.374054995,25.16172652,738.3017308,168.3804627
1496,Study Loan,18908,23,801.72,36,735,42,7707.22,Government Payroll,Female,Married ANC,43,Eastern Cape Department Health,administrator,17067.69,0,"(41.0, 44.0]","(17000.0, 25000.0]",777,2.452965795,21.26232061,23.55491329,387.9020455,24.3033419
1497,Study Loan,30250,23,1244.99,36,735,42,12323.14,Government Payroll,Female,Married ANC,46,Eastern Cape Department Health,Professional Nurse,30946.82,0,"(44.0, 49.0]","(30000.0, 35000.0]",777,2.454532324,24.83713352,24.27788345,658.4429787,38.88174807
1498,Study Loan,20030,23,847.57,36,735,42,8235.49,Government Payroll,Male,Married,52,Sap,CLEANER,13491.19,0,"(49.0, 52.0]","(12000.0, 17000.0]",777,2.431861145,15.89873552,23.60441684,254.5507547,25.74550129
1499,Study Loan,34930,23,1429.75,36,735,42,14294.56,Government Payroll,Female,Single,46,Mpumalanga Health,other,17402.12,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.443415998,12.16293552,24.413769,370.2578723,44.89717224
1500,Study Loan,10000,23,453.07,36,735,42,4064.02,Government Payroll,Female,Married,52,EASTERN CAPE SOCIAL DEVELOPMENT SPECIAL PROGRAMMES,Accounting Clerk,23838.1,0,"(49.0, 52.0]","(17000.0, 25000.0]",777,2.460012497,52.49873368,22.0230361,449.7754717,12.85347044
1501,Study Loan,36000,23,1470.83,36,735,42,14703.07,Government Payroll,Male,Married ANC,57,EASTERN CAPE DEPARTMENT OF HUMAN SETTLEMENTS,ASSISTANT DIRECTOR,53550.74,0,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,2.448301729,36.38378074,24.45934653,923.2886207,46.27249357
1502,Study Loan,22466,23,941.03,36,735,42,9164.43,Government Payroll,Female,Married,44,Limpopo Province Education Department,Teacher,19458.19,0,"(41.0, 44.0]","(17000.0, 25000.0]",777,2.451167048,20.65559483,23.84849739,432.4042222,28.87660668
1503,Study Loan,17380,23,741.08,36,735,42,7052.14,Government Payroll,Female,Single,46,Department Higher Education & Training,ADMIN CLERK,21063.94,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.464150719,28.38499892,23.42065545,448.1689362,22.33933162
1504,Study Loan,19980,23,842.73,36,735,42,8111.87,Government Payroll,Female,Single,49,LIMPOPO PROVINCE HEALTH,NURSE,19821.29,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.462753625,23.49245612,23.68056132,396.4258,25.68123393
1505,Study Loan,66030,23,2636.92,36,735,42,26652.09,Government Payroll,Female,Single,47,Eastern Cape Department Health,other,25616.94,0,"(44.0, 49.0]","(25000.0, 30000.0]",777,2.477386299,9.711037484,25.0310851,533.68625,84.8714653
1506,Study Loan,16400,23,705.91,36,735,42,6765.56,Government Payroll,Female,Married COP,52,KZN PROVINCIAL GOVERNMENT OF EDUCATION,Teacher,48771.35,0,"(49.0, 52.0]","(35000.0, 10000000000.0]",777,2.423683526,68.99230454,23.19955864,920.2141509,21.07969152
1507,Study Loan,15000,23,650.53,36,735,42,6172.37,Government Payroll,Male,Single,32,North West Health,NURSING ASSISTANT,11043.75,0,"(31.0, 41.0]","(0.0, 12000.0]",777,2.429791184,16.95048578,23.02273111,334.6590909,19.28020566
1508,Study Loan,21890,23,919.51,36,735,42,8965.43,Government Payroll,Female,Single,47,KZN PROVINCIAL GOVERNMENT OF EDUCATION,Teacher,24562.44,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,2.441328377,26.6835124,23.78029571,511.7175,28.13624679
1509,Study Loan,47075,23,1904.35,36,735,42,19233.21,Government Payroll,Female,Married,42,Sap,other,21520.69,0,"(41.0, 44.0]","(17000.0, 25000.0]",777,2.4474621,11.29487496,24.70674679,500.4811628,60.50771208
1510,Study Loan,25000,23,1040.21,36,735,42,10200.66,Government Payroll,Male,Married,56,Free State Department Education,EDUCATOR,27775.75,0,"(52.0, 100.0]","(25000.0, 30000.0]",777,2.450581572,26.67641494,24.01052621,487.2938596,32.13367609
1511,Study Loan,21335,23,896.73,36,735,42,8700.42,Government Payroll,Female,Single,59,Kwa-Zulu Natal Government Health,PHARMACIST ASSISTANCE,22530.44,0,"(52.0, 100.0]","(17000.0, 25000.0]",777,2.451898656,25.09712274,23.76549742,375.5073333,27.42287918
1512,Study Loan,7860,23,369.12,36,735,42,3181.32,Government Payroll,Female,Single,47,EASTERN CAPE PROVINCIAL PLANNING AND TREASURY,ASSISTANT DIRECTOR,46242.92,0,"(44.0, 49.0]","(35000.0, 10000000000.0]",777,2.469896176,124.9403437,21.23635578,963.3941667,10.10282776
1513,Study Loan,14979.59,23,647.63,36,735,42,6088.09,Government Payroll,Male,Single,38,Sap,SERGEANT,26862.85,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,2.460070388,41.41475109,23.09419854,688.7910256,19.25397172
1514,Study Loan,16250,23,696.93,36,735,42,6592.42,Government Payroll,Male,Married ANC,53,Eastern Cape Department Health,care taker,12139.69,0,"(52.0, 100.0]","(12000.0, 17000.0]",777,2.464578322,17.39385039,23.28313728,224.8090741,20.88688946
1515,Study Loan,23180,23,965.69,36,735,42,9337.57,Government Payroll,Female,Single,54,KZN PROVINCIAL GOVERNMENT OF EDUCATION,Teacher,35302.97,0,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,2.482178749,36.51943229,23.97873155,641.8721818,29.79434447
1516,Study Loan,50000,23,2009.33,36,735,42,20088.58,Government Payroll,Male,Married ANC,49,LIMPOPO SOCIAL DEVELOPMENT,community liaison,44480.77,0,"(44.0, 49.0]","(35000.0, 10000000000.0]",777,2.48885243,22.12610367,24.8715385,889.6154,64.26735219
1517,Study Loan,33790,23,1381.09,36,735,42,13682.28,Government Payroll,Female,Single,34,NATIONAL DEPARTMENT OF CORRECTIONAL SERVICES,SECURITY OFFICER,15299.19,0,"(31.0, 41.0]","(12000.0, 17000.0]",777,2.469437152,11.06960473,24.4484802,437.1197143,43.43187661
1518,Study Loan,17920,23,760.09,36,735,42,7196.36,Government Payroll,Female,Single,30,Sap,Accounting Clerk,16820.19,0,"(0.0, 31.0]","(12000.0, 17000.0]",777,2.489801816,22.1001327,23.54517863,542.5867742,23.03341902
1519,Study Loan,26143.93,23,1080.02,36,735,42,10488.8,Government Payroll,Female,Single,52,Department Public Services & Administration,ADMINISTRATION,35265.19,0,"(49.0, 52.0]","(35000.0, 10000000000.0]",777,2.492319205,32.6221439,24.18450167,665.3809434,33.60402314
1520,Study Loan,9437.1,23,432.35,36,735,42,3880.78,Government Payroll,Female,Married,41,Sap,SERGEANT,20562,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.431126957,47.44894427,21.7770855,489.5714286,12.12994859
1521,Study Loan,21140.72,23,891.15,36,735,42,8693.77,Government Payroll,Male,Married,50,NATIONAL DEPARTMENT OF CORRECTIONAL SERVICES,Correction Officer,28079.94,0,"(49.0, 52.0]","(25000.0, 30000.0]",777,2.431429469,31.47446057,23.69637393,550.5870588,27.17316195
1522,Study Loan,36301,23,1483.45,36,735,42,14856.24,Government Payroll,Male,Married,56,Limpopo Province Education Department,EDUCATOR,38314.6,0,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,2.443320563,25.81063694,24.45417495,672.1859649,46.65938303
1523,Study Loan,37415,23,1543.19,36,735,42,15892.21,Government Payroll,Male,Single,36,KZN PROVINCIAL GOVERNMENT OF EDUCATION,ASSISTANT DIRECTOR,32839.94,0,"(31.0, 41.0]","(30000.0, 35000.0]",777,2.35414998,21.26677417,24.22953134,887.5659459,48.09125964
1524,Study Loan,16915,23,731.35,36,735,42,7166.74,Government Payroll,Female,Married,56,Limpopo Province Education Department,Teacher,32306.44,0,"(52.0, 100.0]","(30000.0, 35000.0]",777,2.359879125,44.11338841,23.09687991,566.7796491,21.74164524
1525,Study Loan,45580,23,1865.4,36,735,42,19327.6,Government Payroll,Female,Married ANC,34,LIMPOPO PROVINCE HEALTH,PHYSIOTHERAPY,32809.94,0,"(31.0, 41.0]","(30000.0, 35000.0]",777,2.35816355,17.57926489,24.42134591,937.4268571,58.58611825
1526,Study Loan,39370,23,1616.8,36,735,42,16587.91,Government Payroll,Female,Single,36,Department Higher Education & Training,SENIOR LECTURER,24967.1,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,2.373272264,15.43274818,24.33551737,674.7864865,50.60411311
